P_START_LETTER,P_END_LETTER,TABLE_NAME,COLUMN_NAME,OBJECT_TYPE,DATA_TYPE,DATA_LENGTH,CHAR_LENGTH
Q,S,QA_INSPECTION_LEVELS_VL,NAME,VIEW,VARCHAR2,480,120
Q,S,QA_INSPECTION_LEVELS_VL,DESCRIPTION,VIEW,VARCHAR2,960,240
Q,S,QA_INSPECTION_PLANS_B,INSPECTION_PLAN_ID,VIEW,NUMBER,22,0
Q,S,QA_INSPECTION_PLANS_B,INSPECTION_INSTRUCTIONS,VIEW,CLOB,4000,0
Q,S,QA_INSPECTION_PLANS_B,ASSET_ID,VIEW,NUMBER,22,0
Q,S,QA_INSPECTION_PLANS_B,ASSET_GROUP_ID,VIEW,NUMBER,22,0
Q,S,QA_INSPECTION_PLANS_B,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
Q,S,QA_INSPECTION_PLANS_B,ORGANIZATION_ID,VIEW,NUMBER,22,0
Q,S,QA_INSPECTION_PLANS_B,INSPECTION_PLAN_CODE,VIEW,VARCHAR2,120,30
Q,S,QA_INSPECTION_PLANS_B,VERSION_NUMBER,VIEW,VARCHAR2,120,30
Q,S,QA_INSPECTION_PLANS_B,INSPECTION_PLAN_TYPE,VIEW,VARCHAR2,120,30
Q,S,QA_INSPECTION_PLANS_B,INSPECTION_PLAN_STATUS,VIEW,VARCHAR2,120,30
